NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_6_15,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,B,A,B,D,B,100.0,100.0,100.0,100.0,66.67,66.67,88.89,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_16,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,C,D,A,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_17,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,D,B,A,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_18,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,D,B,A,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_19,Kelas 2,B,C,C,A,C,D,A,D,C,B,C,C,B,C,A,C,B,B,66.67,100.0,100.0,100.0,100.0,33.33,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_20,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,C,C,A,100.0,100.0,100.0,100.0,100.0,33.33,88.89,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_21,Kelas 2,B,D,C,A,C,D,A,A,C,B,C,C,B,C,A,A,D,A,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_22,Kelas 2,B,B,C,D,C,D,A,D,C,B,C,C,B,D,A,A,A,C,66.67,66.67,100.0,100.0,66.67,0.0,66.67,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_23,Kelas 2,B,D,C,A,C,D,A,D,C,B,D,C,B,C,A,D,A,B,100.0,100.0,100.0,66.67,100.0,33.33,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_24,Kelas 2,B,D,C,A,C,D,A,B,C,B,C,C,B,B,B,B,C,C,100.0,100.0,66.67,100.0,33.33,66.67,77.78,Materi 5: Perkalian dengan 10
Siswa_6_25,Kelas 2,B,D,C,A,C,B,A,C,C,B,C,C,B,B,A,C,C,C,100.0,66.67,66.67,100.0,66.67,33.33,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_26,Kelas 2,B,D,C,A,A,D,A,D,C,B,B,C,B,C,A,A,D,A,100.0,66.67,100.0,66.67,100.0,0.0,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_27,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,D,D,C,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_28,Kelas 2,B,A,C,A,C,D,A,D,C,B,C,C,B,A,A,A,D,C,66.67,100.0,100.0,100.0,66.67,0.0,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_29,Kelas 2,B,D,C,A,C,D,A,C,C,B,C,C,B,C,A,D,A,C,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_30,Kelas 2,B,A,C,A,C,D,A,D,C,B,C,C,B,C,A,C,D,A,66.67,100.0,100.0,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_31,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,D,A,A,100.0,100.0,100.0,100.0,100.0,0.0,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_32,Kelas 2,B,D,C,A,C,D,B,D,C,B,C,C,B,C,A,D,D,C,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_33,Kelas 2,B,D,C,A,C,D,A,D,C,C,C,B,B,C,A,D,B,A,100.0,100.0,100.0,33.33,100.0,0.0,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_34,Kelas 2,B,D,C,A,B,D,A,D,C,B,C,B,B,C,A,C,B,B,100.0,66.67,100.0,66.67,100.0,33.33,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_35,Kelas 2,B,D,C,A,C,D,A,D,D,B,D,C,B,C,A,A,D,B,100.0,100.0,66.67,66.67,100.0,33.33,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_36,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,A,B,C,A,C,D,C,100.0,100.0,100.0,66.67,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_37,Kelas 2,B,D,C,A,C,D,D,D,C,B,C,C,B,C,A,A,D,C,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_38,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,A,B,C,A,A,B,B,100.0,100.0,100.0,66.67,100.0,33.33,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_39,Kelas 2,A,D,C,A,C,D,A,D,C,B,C,D,B,C,A,A,D,A,66.67,100.0,100.0,66.67,100.0,0.0,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_40,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,D,C,A,D,B,D,100.0,100.0,100.0,100.0,66.67,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_41,Kelas 2,B,D,C,A,D,D,A,D,C,B,C,D,B,C,D,C,B,D,100.0,66.67,100.0,66.67,66.67,0.0,66.67,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_42,Kelas 2,D,D,C,A,A,D,A,D,D,B,C,C,A,B,A,D,D,A,66.67,66.67,66.67,100.0,33.33,0.0,55.56,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_43,Kelas 2,B,D,C,B,C,D,A,D,C,B,C,C,B,C,A,C,D,D,100.0,66.67,100.0,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_44,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,C,C,A,A,A,A,100.0,100.0,100.0,100.0,66.67,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_45,Kelas 2,B,D,C,A,C,D,A,D,C,B,A,C,B,C,A,B,A,D,100.0,100.0,100.0,66.67,100.0,33.33,83.33,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_46,Kelas 2,B,D,C,A,C,D,B,D,C,B,C,C,B,C,A,A,D,C,100.0,100.0,66.67,100.0,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_47,Kelas 2,A,D,B,A,C,D,A,D,C,B,C,C,B,A,A,B,B,A,33.33,100.0,100.0,100.0,66.67,33.33,72.22,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_48,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,B,B,C,A,A,D,C,100.0,100.0,100.0,66.67,100.0,0.0,77.78,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_49,Kelas 2,B,D,C,A,C,D,A,D,C,B,C,C,B,C,A,B,D,C,100.0,100.0,100.0,100.0,100.0,33.33,88.89,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
Siswa_6_50,Kelas 2,B,D,C,A,C,D,A,C,C,B,C,D,B,A,A,C,A,C,100.0,100.0,66.67,66.67,66.67,0.0,66.67,"Materi 6: Perkalian dengan 3, 4, 6, 7, 8, dan 9"
